M,N,K,BR_STRIDE,LDA,LDB,LDC,TRANS_A,TRANS_B,TIME_S,GFLOPS
46,37,64,16,46,64,46,0,0,1.01439,79.0301
46,37,128,16,46,128,46,0,0,1.01042,76.2467
47,37,1,16,47,1,47,0,0,0.983019,89.9846
47,37,16,16,47,16,47,0,0,0.997486,109.858
47,37,32,16,47,32,47,0,0,0.94057,106.312
47,37,64,16,47,64,47,0,0,0.996639,78.7739
47,37,128,16,47,128,47,0,0,0.995558,75.8902
48,37,1,16,48,1,48,0,0,0.968546,102.048
48,37,16,16,48,16,48,0,0,0.938266,116.998
48,37,32,16,48,32,48,0,0,1.01136,113.69
48,37,64,16,48,64,48,0,0,0.993932,80.9654
48,37,128,16,48,128,48,0,0,0.989926,79.952
49,37,1,16,49,1,49,0,0,0.94976,77.5682
49,37,16,16,49,16,49,0,0,0.9671,97.0747
49,37,32,16,49,32,49,0,0,1.00186,93.0979
49,37,64,16,49,64,49,0,0,1.01908,65.8343
49,37,128,16,49,128,49,0,0,1.0127,63.7816
50,37,1,16,50,1,50,0,0,0.996475,85.9014
50,37,16,16,50,16,50,0,0,0.869544,99.4417
50,37,32,16,50,32,50,0,0,1.04514,94.6908
50,37,64,16,50,64,50,0,0,1.01784,66.3966
50,37,128,16,50,128,50,0,0,1.00167,64.0603
51,37,1,16,51,1,51,0,0,0.952944,76.8069
51,37,16,16,51,16,51,0,0,1.02487,99.2309
51,37,32,16,51,32,51,0,0,1.01409,95.0531
51,37,64,16,51,64,51,0,0,1.0242,65.2738
51,37,128,16,51,128,51,0,0,0.97952,63.3312
52,37,1,16,52,1,52,0,0,0.935502,84.9197
52,37,16,16,52,16,52,0,0,0.982431,103.15
52,37,32,16,52,32,52,0,0,1.00029,98.8706
52,37,64,16,52,64,52,0,0,1.01562,69.8861
52,37,128,16,52,128,52,0,0,1.00649,67.5565
53,37,1,16,53,1,53,0,0,0.771709,80.6382
53,37,16,16,53,16,53,0,0,1.0277,102.614
53,37,32,16,53,32,53,0,0,1.03398,97.5093
53,37,64,16,53,64,53,0,0,1.0243,68.7599
53,37,128,16,53,128,53,0,0,1.00185,65.6784
54,37,1,16,54,1,54,0,0,0.975383,84.1243
54,37,16,16,54,16,54,0,0,1.00615,104.546
54,37,32,16,54,32,54,0,0,1.0111,99.5149
54,37,64,16,54,64,54,0,0,1.0195,71.0615
54,37,128,16,54,128,54,0,0,1.01849,67.6645
55,37,1,16,55,1,55,0,0,0.956721,82.504
55,37,16,16,55,16,55,0,0,1.00587,101.719
55,37,32,16,55,32,55,0,0,1.04771,97.021
55,37,64,16,55,64,55,0,0,1.04264,69.2082
55,37,128,16,55,128,55,0,0,1.02333,65.5129
56,37,1,16,56,1,56,0,0,0.953999,91.149
56,37,16,16,56,16,56,0,0,1.00719,109.291
56,37,32,16,56,32,56,0,0,0.983896,104.03
56,37,64,16,56,64,56,0,0,0.991308,76.3029
56,37,128,16,56,128,56,0,0,1.00644,73.8109
57,37,1,16,57,1,57,0,0,0.976251,85.9716
57,37,16,16,57,16,57,0,0,1.06032,107.15
57,37,32,16,57,32,57,0,0,0.940991,100.75
57,37,64,16,57,64,57,0,0,1.00779,70.1335
57,37,128,16,57,128,57,0,0,1.00581,68.9577
58,37,1,16,58,1,58,0,0,0.98732,89.2747
58,37,16,16,58,16,58,0,0,1.01098,110.01
58,37,32,16,58,32,58,0,0,0.993431,103.063
58,37,64,16,58,64,58,0,0,1.00674,72.9922
58,37,128,16,58,128,58,0,0,1.00249,70.6888
59,37,1,16,59,1,59,0,0,0.969944,84.7301
59,37,16,16,59,16,59,0,0,0.996918,108.498
59,37,32,16,59,32,59,0,0,0.99563,101.344
59,37,64,16,59,64,59,0,0,0.987765,71.7713
59,37,128,16,59,128,59,0,0,1.01684,69.3101
60,37,1,16,60,1,60,0,0,0.825293,100.783
60,37,16,16,60,16,60,0,0,0.999555,115.153
60,37,32,16,60,32,60,0,0,1.02929,108.351
60,37,64,16,60,64,60,0,0,1.00037,78.6809
60,37,128,16,60,128,60,0,0,0.992175,76.8013
61,37,1,16,61,1,61,0,0,0.974301,87.6437
61,37,16,16,61,16,61,0,0,1.01576,110.405
61,37,32,16,61,32,61,0,0,0.968421,102.848
61,37,64,16,61,64,61,0,0,1.00228,72.2255
61,37,128,16,61,128,61,0,0,0.999936,70.4582
62,37,1,16,62,1,62,0,0,0.973295,90.9687
62,37,16,16,62,16,62,0,0,1.00442,112.303
62,37,32,16,62,32,62,0,0,0.981663,104.76
62,37,64,16,62,64,62,0,0,1.00359,75.5987
62,37,128,16,62,128,62,0,0,1.0095,71.3632
63,37,1,16,63,1,63,0,0,0.7931,85.8287
63,37,16,16,63,16,63,0,0,1.00164,110.666
63,37,32,16,63,32,63,0,0,1.02505,96.9237
63,37,64,16,63,64,63,0,0,0.991275,68.3136
63,37,128,16,63,128,63,0,0,1.0087,67.6305
64,37,1,16,64,1,64,0,0,0.855343,99.3511
64,37,16,16,64,16,64,0,0,1.0591,117.059
64,37,32,16,64,32,64,0,0,1.02801,106.991
64,37,64,16,64,64,64,0,0,0.999708,79.7372
64,37,128,16,64,128,64,0,0,1.00167,78.1819
1,38,1,16,1,1,1,0,0,0.823036,14.179
1,38,16,16,1,16,1,0,0,0.979001,14.6753
1,38,32,16,1,32,1,0,0,1.06496,13.108
1,38,64,16,1,64,1,0,0,1.06978,7.91806
1,38,128,16,1,128,1,0,0,0.944033,7.44348
2,38,1,16,2,1,2,0,0,0.920501,25.3798
2,38,16,16,2,16,2,0,0,0.790874,28.8013
2,38,32,16,2,32,2,0,0,1.01192,26.1439
2,38,64,16,2,64,2,0,0,1.0358,15.646
2,38,128,16,2,128,2,0,0,0.967499,14.7846
3,38,1,16,3,1,3,0,0,0.92493,31.5527
3,38,16,16,3,16,3,0,0,0.985467,40.6149
3,38,32,16,3,32,3,0,0,0.726023,37.2125
3,38,64,16,3,64,3,0,0,1.04176,23.035
3,38,128,16,3,128,3,0,0,0.910448,21.2365
4,38,1,16,4,1,4,0,0,0.704505,57.1535
4,38,16,16,4,16,4,0,0,0.982631,58.3079
4,38,32,16,4,32,4,0,0,0.995164,51.8462
4,38,64,16,4,64,4,0,0,0.978841,31.1149
4,38,128,16,4,128,4,0,0,0.978085,28.3426
5,38,1,16,5,1,5,0,0,0.944036,46.8395
5,38,16,16,5,16,5,0,0,0.942245,63.6986
5,38,32,16,5,32,5,0,0,1.00888,58.8848
5,38,64,16,5,64,5,0,0,1.07241,37.6492
5,38,128,16,5,128,5,0,0,0.980659,34.5473
6,38,1,16,6,1,6,0,0,0.948574,52.7179
6,38,16,16,6,16,6,0,0,0.980722,74.98
6,38,32,16,6,32,6,0,0,1.01271,70.1269
6,38,64,16,6,64,6,0,0,1.1674,44.6491
6,38,128,16,6,128,6,0,0,0.956962,41.1034
7,38,1,16,7,1,7,0,0,0.964345,51.6786
7,38,16,16,7,16,7,0,0,0.708055,75.7986
7,38,32,16,7,32,7,0,0,0.996864,75.2044
7,38,64,16,7,64,7,0,0,0.894413,49.4846
7,38,128,16,7,128,7,0,0,1.0226,45.2979
8,38,1,16,8,1,8,0,0,0.851886,91.355
8,38,16,16,8,16,8,0,0,0.97809,102.94
8,38,32,16,8,32,8,0,0,1.09001,93.7622
8,38,64,16,8,64,8,0,0,1.13467,58.867
8,38,128,16,8,128,8,0,0,0.937321,54.1025
9,38,1,16,9,1,9,0,0,0.959219,70.211
9,38,16,16,9,16,9,0,0,0.998839,84.1489
9,38,32,16,9,32,9,0,0,0.925489,84.5591
9,38,64,16,9,64,9,0,0,1.04528,61.9956
9,38,128,16,9,128,9,0,0,1.02951,57.9513
10,38,1,16,10,1,10,0,0,0.80633,75.4034
10,38,16,16,10,16,10,0,0,0.724196,93.3092
10,38,32,16,10,32,10,0,0,1.00534,93.4528
10,38,64,16,10,64,10,0,0,1.05537,68.1731
10,38,128,16,10,128,10,0,0,0.966456,63.8242
11,38,1,16,11,1,11,0,0,0.917811,69.9318
11,38,16,16,11,16,11,0,0,0.980073,92.4306
11,38,32,16,11,32,11,0,0,1.01887,93.0108
11,38,64,16,11,64,11,0,0,1.04792,74.4346
11,38,128,16,11,128,11,0,0,1.00904,68.9962
12,38,1,16,12,1,12,0,0,0.636804,105.743
12,38,16,16,12,16,12,0,0,0.801784,113.822
12,38,32,16,12,32,12,0,0,1.01127,113.427
12,38,64,16,12,64,12,0,0,0.915175,81.5266
12,38,128,16,12,128,12,0,0,0.998177,76.7261
13,38,1,16,13,1,13,0,0,0.969976,75.2415
13,38,16,16,13,16,13,0,0,1.00047,96.3046
13,38,32,16,13,32,13,0,0,1.01,96.5486
13,38,64,16,13,64,13,0,0,0.98497,90.2649
13,38,128,16,13,128,13,0,0,0.961283,82.5045
14,38,1,16,14,1,14,0,0,0.957448,87.0744
14,38,16,16,14,16,14,0,0,1.00563,103.674
14,38,32,16,14,32,14,0,0,1.01162,103.641
14,38,64,16,14,64,14,0,0,0.827082,96.5362
14,38,128,16,14,128,14,0,0,1.00476,87.9214
15,38,1,16,15,1,15,0,0,0.946453,82.5705
15,38,16,16,15,16,15,0,0,0.99223,100.271
15,38,32,16,15,32,15,0,0,1.05012,101.134
15,38,64,16,15,64,15,0,0,1.02604,96.4512
15,38,128,16,15,128,15,0,0,1.02178,87.2649
16,38,1,16,16,1,16,0,0,0.888343,105.093
16,38,16,16,16,16,16,0,0,1.00524,119.487
16,38,32,16,16,32,16,0,0,1.00302,118.701
16,38,64,16,16,64,16,0,0,1.01423,108.765
16,38,128,16,16,128,16,0,0,1.03372,98.801
17,38,1,16,17,1,17,0,0,0.905305,59.5729
17,38,16,16,17,16,17,0,0,0.992956,75.6317
17,38,32,16,17,32,17,0,0,1.00482,74.8802
17,38,64,16,17,64,17,0,0,0.983706,65.3793
17,38,128,16,17,128,17,0,0,0.994831,55.4694
18,38,1,16,18,1,18,0,0,0.997175,70.24
18,38,16,16,18,16,18,0,0,1.09923,80.7401
18,38,32,16,18,32,18,0,0,0.848069,79.4437
18,38,64,16,18,64,18,0,0,0.94294,67.9513
18,38,128,16,18,128,18,0,0,0.995629,58.4095
19,38,1,16,19,1,19,0,0,0.949316,61.4739
19,38,16,16,19,16,19,0,0,1.09774,81.8847
19,38,32,16,19,32,19,0,0,1.00917,81.665
19,38,64,16,19,64,19,0,0,1.00035,70.373
19,38,128,16,19,128,19,0,0,0.972077,60.0786
20,38,1,16,20,1,20,0,0,0.850137,79.8413
20,38,16,16,20,16,20,0,0,1.10199,89.2991
20,38,32,16,20,32,20,0,0,1.09105,88.5158
20,38,64,16,20,64,20,0,0,0.935283,74.5836
20,38,128,16,20,128,20,0,0,0.97606,64.2296
21,38,1,16,21,1,21,0,0,0.922353,71.447
21,38,16,16,21,16,21,0,0,1.0223,89.4755
21,38,32,16,21,32,21,0,0,0.983273,88.9218
21,38,64,16,21,64,21,0,0,0.999174,78.1516
21,38,128,16,21,128,21,0,0,0.999622,65.7075
22,38,1,16,22,1,22,0,0,0.830832,80.4976
22,38,16,16,22,16,22,0,0,1.00111,94.1404
22,38,32,16,22,32,22,0,0,0.974076,93.3283
22,38,64,16,22,64,22,0,0,1.01276,80.3098
22,38,128,16,22,128,22,0,0,0.988676,68.2998
23,38,1,16,23,1,23,0,0,0.966418,68.7734
23,38,16,16,23,16,23,0,0,1.00257,90.3215
23,38,32,16,23,32,23,0,0,0.927167,90.0027
23,38,64,16,23,64,23,0,0,1.00862,80.0437
23,38,128,16,23,128,23,0,0,1.01795,69.5616
24,38,1,16,24,1,24,0,0,0.88612,91.9191
24,38,16,16,24,16,24,0,0,1.08978,103.872
24,38,32,16,24,32,24,0,0,1.01322,102.887
24,38,64,16,24,64,24,0,0,0.994342,83.9966
24,38,128,16,24,128,24,0,0,0.979023,74.4422
25,38,1,16,25,1,25,0,0,0.918083,84.5353
25,38,16,16,25,16,25,0,0,1.00493,102.798
25,38,32,16,25,32,25,0,0,0.974509,101.43
25,38,64,16,25,64,25,0,0,0.941105,86.3473
25,38,128,16,25,128,25,0,0,0.992136,75.9935
26,38,1,16,26,1,26,0,0,0.988838,90.2679
26,38,16,16,26,16,26,0,0,1.00155,106.611
26,38,32,16,26,32,26,0,0,0.995781,105.283
26,38,64,16,26,64,26,0,0,0.997508,88.3849
26,38,128,16,26,128,26,0,0,1.01525,78.6807
27,38,1,16,27,1,27,0,0,0.992258,81.8811
27,38,16,16,27,16,27,0,0,1.07944,103.819
27,38,32,16,27,32,27,0,0,0.971762,104.039
27,38,64,16,27,64,27,0,0,1.00009,87.7569
27,38,128,16,27,128,27,0,0,1.01417,79.569
28,38,1,16,28,1,28,0,0,0.920989,99.7004
28,38,16,16,28,16,28,0,0,0.999569,116.163
28,38,32,16,28,32,28,0,0,1.00928,114.386
28,38,64,16,28,64,28,0,0,0.950871,88.9805
28,38,128,16,28,128,28,0,0,1.01035,82.5908
29,38,1,16,29,1,29,0,0,0.908179,95.1
29,38,16,16,29,16,29,0,0,1.00207,107.25
29,38,32,16,29,32,29,0,0,1.00823,106.381
29,38,64,16,29,64,29,0,0,1.00425,91.5567
29,38,128,16,29,128,29,0,0,1.02041,82.9895
30,38,1,16,30,1,30,0,0,0.997825,99.6987
30,38,16,16,30,16,30,0,0,0.828771,111.64
30,38,32,16,30,32,30,0,0,1.02088,110.082
30,38,64,16,30,64,30,0,0,1.03272,94.0174
30,38,128,16,30,128,30,0,0,0.994763,86.0931
31,38,1,16,31,1,31,0,0,0.786853,95.0353
31,38,16,16,31,16,31,0,0,1.01561,109.133
31,38,32,16,31,32,31,0,0,1.02215,108.558
31,38,64,16,31,64,31,0,0,0.984813,91.7504
31,38,128,16,31,128,31,0,0,0.99348,85.508
32,38,1,16,32,1,32,0,0,0.954148,99.8823
32,38,16,16,32,16,32,0,0,0.998021,119.296
32,38,32,16,32,32,32,0,0,0.970697,117.956
32,38,64,16,32,64,32,0,0,1.01084,93.5549
32,38,128,16,32,128,32,0,0,0.989111,91.607
33,38,1,16,33,1,33,0,0,0.935521,75.1336
33,38,16,16,33,16,33,0,0,1.00102,91.3011
33,38,32,16,33,32,33,0,0,1.00551,89.9583
33,38,64,16,33,64,33,0,0,1.04104,70.1821
33,38,128,16,33,128,33,0,0,0.999251,65.6716
34,38,1,16,34,1,34,0,0,0.8137,84.0944
34,38,16,16,34,16,34,0,0,0.99716,94.8247
34,38,32,16,34,32,34,0,0,1.04521,93.0147
34,38,64,16,34,64,34,0,0,0.99199,71.6059
34,38,128,16,34,128,34,0,0,1.00459,66.9702
35,38,1,16,35,1,35,0,0,0.953556,73.3611
35,38,16,16,35,16,35,0,0,0.999436,94.9052
35,38,32,16,35,32,35,0,0,0.977637,94.4448
35,38,64,16,35,64,35,0,0,1.00867,68.8935
35,38,128,16,35,128,35,0,0,1.00914,65.8921
36,38,1,16,36,1,36,0,0,0.953293,84.1349
36,38,16,16,36,16,36,0,0,0.861388,100.385
36,38,32,16,36,32,36,0,0,0.941624,98.7118
36,38,64,16,36,64,36,0,0,0.984963,72.9171
36,38,128,16,36,128,36,0,0,0.995545,70.0117
37,38,1,16,37,1,37,0,0,0.950082,81.1862
37,38,16,16,37,16,37,0,0,0.988184,100.192
37,38,32,16,37,32,37,0,0,1.00944,98.8453
37,38,64,16,37,64,37,0,0,1.01334,72.5966
37,38,128,16,37,128,37,0,0,0.991029,68.2341
38,38,1,16,38,1,38,0,0,0.969329,90.0965
38,38,16,16,38,16,38,0,0,0.995505,102.673
38,38,32,16,38,32,38,0,0,0.908542,101.533
38,38,64,16,38,64,38,0,0,0.98002,74.2693
38,38,128,16,38,128,38,0,0,1.01185,70.016
39,38,1,16,39,1,39,0,0,0.959915,80.1108
39,38,16,16,39,16,39,0,0,1.00361,99.1547
39,38,32,16,39,32,39,0,0,0.945547,98.816
39,38,64,16,39,64,39,0,0,0.926627,72.5581
39,38,128,16,39,128,39,0,0,1.00962,69.9067
40,38,1,16,40,1,40,0,0,0.940239,92.6423
40,38,16,16,40,16,40,0,0,1.00474,109.157
40,38,32,16,40,32,40,0,0,0.924476,107.636
40,38,64,16,40,64,40,0,0,0.983394,79.8251
40,38,128,16,40,128,40,0,0,1.02295,76.5285
41,38,1,16,41,1,41,0,0,0.940305,88.9764
41,38,16,16,41,16,41,0,0,0.956239,108.219
41,38,32,16,41,32,41,0,0,1.05285,106.275
41,38,64,16,41,64,41,0,0,1.01033,75.4009
41,38,128,16,41,128,41,0,0,1.00962,72.8782
42,38,1,16,42,1,42,0,0,0.971979,92.0378
42,38,16,16,42,16,42,0,0,1.108,111.321
42,38,32,16,42,32,42,0,0,0.962793,108.636
42,38,64,16,42,64,42,0,0,0.997238,77.3332
42,38,128,16,42,128,42,0,0,1.0022,74.5889
43,38,1,16,43,1,43,0,0,0.976222,89.2693
43,38,16,16,43,16,43,0,0,0.986351,108.74
43,38,32,16,43,32,43,0,0,1.03601,107.519
43,38,64,16,43,64,43,0,0,1.0142,77.1505
43,38,128,16,43,128,43,0,0,1.00083,74.3831
44,38,1,16,44,1,44,0,0,0.946616,98.298
44,38,16,16,44,16,44,0,0,1.04844,116.922
44,38,32,16,44,32,44,0,0,1.02178,114.442
44,38,64,16,44,64,44,0,0,0.996132,80.3391
44,38,128,16,44,128,44,0,0,1.00672,77.9126
45,38,1,16,45,1,45,0,0,0.831441,94.0192
45,38,16,16,45,16,45,0,0,1.00261,111.005
45,38,32,16,45,32,45,0,0,1.01045,108.703
45,38,64,16,45,64,45,0,0,0.959748,77.836
45,38,128,16,45,128,45,0,0,1.00846,75.8788
46,38,1,16,46,1,46,0,0,0.801791,96.2259
46,38,16,16,46,16,46,0,0,1.04314,114.268
46,38,32,16,46,32,46,0,0,1.0094,111.351
46,38,64,16,46,64,46,0,0,1.00955,79.8251
46,38,128,16,46,128,46,0,0,1.00849,78.0519
47,38,1,16,47,1,47,0,0,0.789745,92.8862
47,38,16,16,47,16,47,0,0,1.01337,111.806
47,38,32,16,47,32,47,0,0,1.00086,109.444
47,38,64,16,47,64,47,0,0,1.00964,80.1869
47,38,128,16,47,128,47,0,0,1.01006,77.2062
48,38,1,16,48,1,48,0,0,0.785571,104.899
48,38,16,16,48,16,48,0,0,1.00567,119.371
48,38,32,16,48,32,48,0,0,0.923816,117.062
48,38,64,16,48,64,48,0,0,0.971453,82.6937
48,38,128,16,48,128,48,0,0,1.00099,81.2053
49,38,1,16,49,1,49,0,0,0.364928,79.0032
49,38,16,16,49,16,49,0,0,1.00188,98.9048
49,38,32,16,49,32,49,0,0,0.966647,95.8465
49,38,64,16,49,64,49,0,0,1.01425,67.0971
49,38,128,16,49,128,49,0,0,1.01459,64.6094
50,38,1,16,50,1,50,0,0,0.966435,86.7746
50,38,16,16,50,16,50,0,0,0.97798,101.586
50,38,32,16,50,32,50,0,0,1.01272,97.4167
50,38,64,16,50,64,50,0,0,0.992618,67.4342
50,38,128,16,50,128,50,0,0,1.015,65.2419
51,38,1,16,51,1,51,0,0,0.961053,79.4206
51,38,16,16,51,16,51,0,0,0.870835,101.131
51,38,32,16,51,32,51,0,0,1.0087,98.0624
51,38,64,16,51,64,51,0,0,0.940173,66.1861
51,38,128,16,51,128,51,0,0,1.00112,64.4404
52,38,1,16,52,1,52,0,0,0.864366,90.5037
52,38,16,16,52,16,52,0,0,1.03325,105.191
52,38,32,16,52,32,52,0,0,1.00693,101.832
52,38,64,16,52,64,52,0,0,0.986204,71.2812
52,38,128,16,52,128,52,0,0,1.00222,68.7972
53,38,1,16,53,1,53,0,0,0.883227,81.8403
53,38,16,16,53,16,53,0,0,1.00469,104.73
53,38,32,16,53,32,53,0,0,1.03613,100.25
53,38,64,16,53,64,53,0,0,1.01793,69.816
53,38,128,16,53,128,53,0,0,1.01303,66.9859
54,38,1,16,54,1,54,0,0,0.97391,88.9134
54,38,16,16,54,16,54,0,0,1.00481,106.965
54,38,32,16,54,32,54,0,0,1.0203,102.183
54,38,64,16,54,64,54,0,0,1.0104,72.1418
54,38,128,16,54,128,54,0,0,1.0018,69.1829
55,38,1,16,55,1,55,0,0,0.969706,83.1858
55,38,16,16,55,16,55,0,0,0.986806,103.934
55,38,32,16,55,32,55,0,0,0.997535,99.4587
55,38,64,16,55,64,55,0,0,0.9922,69.9639
55,38,128,16,55,128,55,0,0,1.00124,67.2975
56,38,1,16,56,1,56,0,0,0.940385,96.0129
56,38,16,16,56,16,56,0,0,0.861301,111.492
56,38,32,16,56,32,56,0,0,1.0275,107.108
56,38,64,16,56,64,56,0,0,1.01788,77.2228
56,38,128,16,56,128,56,0,0,1.00473,75.8649
57,38,1,16,57,1,57,0,0,0.964174,88.0218
57,38,16,16,57,16,57,0,0,0.999943,110.627
57,38,32,16,57,32,57,0,0,0.984412,104.028
57,38,64,16,57,64,57,0,0,1.00881,71.1473
57,38,128,16,57,128,57,0,0,1.00193,70.5467
58,38,1,16,58,1,58,0,0,0.987971,92.1119
58,38,16,16,58,16,58,0,0,1.04872,112.918
58,38,32,16,58,32,58,0,0,1.02907,106.376
58,38,64,16,58,64,58,0,0,1.02678,73.9858
58,38,128,16,58,128,58,0,0,0.985692,72.0784
59,38,1,16,59,1,59,0,0,0.986422,85.5665
59,38,16,16,59,16,59,0,0,0.99294,110.671
59,38,32,16,59,32,59,0,0,1.01244,104.358
59,38,64,16,59,64,59,0,0,0.997202,73.1286
59,38,128,16,59,128,59,0,0,0.991093,70.2345
60,38,1,16,60,1,60,0,0,0.97107,100.742
60,38,16,16,60,16,60,0,0,1.00155,117.386
60,38,32,16,60,32,60,0,0,1.01375,111.821
60,38,64,16,60,64,60,0,0,1.01936,79.1415
60,38,128,16,60,128,60,0,0,0.994331,78.537
61,38,1,16,61,1,61,0,0,0.955282,90.9017
61,38,16,16,61,16,61,0,0,1.00524,112.664
61,38,32,16,61,32,61,0,0,0.977651,104.95
61,38,64,16,61,64,61,0,0,1.02051,73.6574
61,38,128,16,61,128,61,0,0,1.00484,71.4804
62,38,1,16,62,1,62,0,0,0.791776,94.8206
62,38,16,16,62,16,62,0,0,1.06548,114.841
62,38,32,16,62,32,62,0,0,0.936208,108.311
62,38,64,16,62,64,62,0,0,1.00437,76.6732
62,38,128,16,62,128,62,0,0,1.0038,72.4487
63,38,1,16,63,1,63,0,0,0.978716,89.4559
63,38,16,16,63,16,63,0,0,1.00237,113.093
63,38,32,16,63,32,63,0,0,0.998764,99.8928
63,38,64,16,63,64,63,0,0,1.00794,69.5785
63,38,128,16,63,128,63,0,0,0.995423,69.045
64,38,1,16,64,1,64,0,0,0.967638,102.677
64,38,16,16,64,16,64,0,0,1.02033,119.254
64,38,32,16,64,32,64,0,0,1.04058,110.053
64,38,64,16,64,64,64,0,0,1.01055,81.3782
64,38,128,16,64,128,64,0,0,1.00158,79.8644
1,39,1,16,1,1,1,0,0,0.859965,14.5122
1,39,16,16,1,16,1,0,0,0.975869,15.0642
1,39,32,16,1,32,1,0,0,1.04518,13.3288
1,39,64,16,1,64,1,0,0,1.05335,8.08449
1,39,128,16,1,128,1,0,0,0.971889,7.59183
2,39,1,16,2,1,2,0,0,0.925741,25.8754
2,39,16,16,2,16,2,0,0,0.855884,29.4704
2,39,32,16,2,32,2,0,0,1.04821,26.7363
2,39,64,16,2,64,2,0,0,0.982708,16.0282
2,39,128,16,2,128,2,0,0,0.976519,15.1028
3,39,1,16,3,1,3,0,0,0.930157,30.196
3,39,16,16,3,16,3,0,0,0.996433,41.461
3,39,32,16,3,32,3,0,0,1.02164,37.9306
3,39,64,16,3,64,3,0,0,1.03538,23.5053
3,39,128,16,3,128,3,0,0,0.960291,22.0245
4,39,1,16,4,1,4,0,0,0.664373,58.1567
4,39,16,16,4,16,4,0,0,0.977718,59.9575
4,39,32,16,4,32,4,0,0,1.03185,53.0783
4,39,64,16,4,64,4,0,0,0.852799,31.6922
4,39,128,16,4,128,4,0,0,0.977822,29.1075
5,39,1,16,5,1,5,0,0,0.94583,45.2495
5,39,16,16,5,16,5,0,0,0.9952,64.8994
5,39,32,16,5,32,5,0,0,0.994316,60.3972
5,39,64,16,5,64,5,0,0,0.993679,38.4128
5,39,128,16,5,128,5,0,0,0.980533,35.7982
6,39,1,16,6,1,6,0,0,0.934754,51.9499
6,39,16,16,6,16,6,0,0,0.785148,76.7762
6,39,32,16,6,32,6,0,0,1.00474,71.9932
6,39,64,16,6,64,6,0,0,1.0021,45.7079
6,39,128,16,6,128,6,0,0,0.966572,42.5352
7,39,1,16,7,1,7,0,0,0.94848,52.6316
7,39,16,16,7,16,7,0,0,1.00104,77.7493
7,39,32,16,7,32,7,0,0,1.00329,77.0413
7,39,64,16,7,64,7,0,0,1.00941,50.6414
7,39,128,16,7,128,7,0,0,0.986733,46.8754
8,39,1,16,8,1,8,0,0,0.886408,81.9159
8,39,16,16,8,16,8,0,0,0.991693,104.769
8,39,32,16,8,32,8,0,0,0.996822,95.7937
8,39,64,16,8,64,8,0,0,1.06045,60.3804
8,39,128,16,8,128,8,0,0,1.03027,55.395
9,39,1,16,9,1,9,0,0,0.975058,67.4433
9,39,16,16,9,16,9,0,0,1.10282,86.5275
9,39,32,16,9,32,9,0,0,1.00935,86.5879
9,39,64,16,9,64,9,0,0,1.01451,63.5718
9,39,128,16,9,128,9,0,0,0.970621,59.6247
10,39,1,16,10,1,10,0,0,0.871249,71.6214
10,39,16,16,10,16,10,0,0,0.987415,95.5378
10,39,32,16,10,32,10,0,0,1.02235,95.7609
10,39,64,16,10,64,10,0,0,1.05674,70.092
10,39,128,16,10,128,10,0,0,0.917061,65.0151
11,39,1,16,11,1,11,0,0,0.932341,67.9475
11,39,16,16,11,16,11,0,0,0.985332,94.8584
11,39,32,16,11,32,11,0,0,0.964799,95.4395
11,39,64,16,11,64,11,0,0,1.01927,76.3368
11,39,128,16,11,128,11,0,0,0.995411,70.9292
12,39,1,16,12,1,12,0,0,0.841671,101.675
12,39,16,16,12,16,12,0,0,1.00149,116.241
12,39,32,16,12,32,12,0,0,0.950244,115.937
12,39,64,16,12,64,12,0,0,0.954097,83.0212
12,39,128,16,12,128,12,0,0,0.999606,78.6058
13,39,1,16,13,1,13,0,0,0.912586,79.0135
13,39,16,16,13,16,13,0,0,1.11051,98.7673
13,39,32,16,13,32,13,0,0,1.01172,98.5244
13,39,64,16,13,64,13,0,0,1.00576,92.2111
13,39,128,16,13,128,13,0,0,0.986063,84.3378
14,39,1,16,14,1,14,0,0,0.967923,88.3987
14,39,16,16,14,16,14,0,0,1.00343,106.132
14,39,32,16,14,32,14,0,0,1.01213,105.638
14,39,64,16,14,64,14,0,0,1.04457,98.5864
14,39,128,16,14,128,14,0,0,0.981124,89.4021
15,39,1,16,15,1,15,0,0,0.916982,83.0545
15,39,16,16,15,16,15,0,0,1.02575,103.056
15,39,32,16,15,32,15,0,0,0.935001,103.685
15,39,64,16,15,64,15,0,0,1.03459,98.2062
15,39,128,16,15,128,15,0,0,0.983354,89.5982
16,39,1,16,16,1,16,0,0,0.85637,107.65
16,39,16,16,16,16,16,0,0,1.00172,122.082
16,39,32,16,16,32,16,0,0,1.11345,121.346
16,39,64,16,16,64,16,0,0,1.01631,110.949
16,39,128,16,16,128,16,0,0,0.982669,101.056
17,39,1,16,17,1,17,0,0,0.922369,61.3377
17,39,16,16,17,16,17,0,0,0.99577,77.5489
17,39,32,16,17,32,17,0,0,0.898521,76.6438
17,39,64,16,17,64,17,0,0,0.94937,66.393
17,39,128,16,17,128,17,0,0,0.982876,56.649
18,39,1,16,18,1,18,0,0,0.999352,73.9183
18,39,16,16,18,16,18,0,0,1.09872,82.4684
18,39,32,16,18,32,18,0,0,1.01499,80.9392
18,39,64,16,18,64,18,0,0,0.996625,69.647
18,39,128,16,18,128,18,0,0,1.00161,59.4649
19,39,1,16,19,1,19,0,0,0.948312,61.8768
