M,N,K,BR_STRIDE,LDA,LDB,LDC,TRANS_A,TRANS_B,TIME_S,GFLOPS
33,12,64,16,33,64,33,0,0,1.05477,73.2856
33,12,128,16,33,128,33,0,0,1.00868,69.2252
34,12,1,16,34,1,34,0,0,0.768903,88.5761
34,12,16,16,34,16,34,0,0,0.988735,100.008
34,12,32,16,34,32,34,0,0,1.00593,100.181
34,12,64,16,34,64,34,0,0,1.03814,74.069
34,12,128,16,34,128,34,0,0,0.960676,70.5346
35,12,1,16,35,1,35,0,0,0.768701,77.7069
35,12,16,16,35,16,35,0,0,1.02541,100.46
35,12,32,16,35,32,35,0,0,0.992699,101.147
35,12,64,16,35,64,35,0,0,0.924547,70.7938
35,12,128,16,35,128,35,0,0,1.01169,69.499
36,12,1,16,36,1,36,0,0,0.953305,86.9893
36,12,16,16,36,16,36,0,0,0.974013,106.239
36,12,32,16,36,32,36,0,0,1.00487,104.92
36,12,64,16,36,64,36,0,0,0.923206,74.3127
36,12,128,16,36,128,36,0,0,1.02725,73.1041
37,12,1,16,37,1,37,0,0,0.780944,82.3974
37,12,16,16,37,16,37,0,0,0.990427,106.139
37,12,32,16,37,32,37,0,0,1.06644,106.361
37,12,64,16,37,64,37,0,0,1.05363,73.2928
37,12,128,16,37,128,37,0,0,1.00541,71.6357
38,12,1,16,38,1,38,0,0,0.764656,89.8028
38,12,16,16,38,16,38,0,0,0.999355,109.512
38,12,32,16,38,32,38,0,0,1.00363,110.01
38,12,64,16,38,64,38,0,0,1.06043,76.0283
38,12,128,16,38,128,38,0,0,1.04033,73.8955
39,12,1,16,39,1,39,0,0,0.788591,82.8932
39,12,16,16,39,16,39,0,0,1.00361,106.706
39,12,32,16,39,32,39,0,0,1.11132,106.148
39,12,64,16,39,64,39,0,0,1.02317,75.2654
39,12,128,16,39,128,39,0,0,1.01189,73.4499
40,12,1,16,40,1,40,0,0,0.759653,103.215
40,12,16,16,40,16,40,0,0,0.999732,116.367
40,12,32,16,40,32,40,0,0,1.00618,116.08
40,12,64,16,40,64,40,0,0,1.02989,77.6539
40,12,128,16,40,128,40,0,0,0.98862,75.1515
41,12,1,16,41,1,41,0,0,0.961705,93.5481
41,12,16,16,41,16,41,0,0,1.0306,113.244
41,12,32,16,41,32,41,0,0,0.99647,114.364
41,12,64,16,41,64,41,0,0,1.0643,78.2957
41,12,128,16,41,128,41,0,0,0.989973,76.6338
42,12,1,16,42,1,42,0,0,0.780321,101.217
42,12,16,16,42,16,42,0,0,1.00118,117.6
42,12,32,16,42,32,42,0,0,1.10965,117.871
42,12,64,16,42,64,42,0,0,1.01246,80.5376
42,12,128,16,42,128,42,0,0,1.01684,78.2089
43,12,1,16,43,1,43,0,0,0.786805,96.889
43,12,16,16,43,16,43,0,0,1.0083,116.67
43,12,32,16,43,32,43,0,0,1.00894,116.596
43,12,64,16,43,64,43,0,0,1.00446,79.1775
43,12,128,16,43,128,43,0,0,1.00642,77.9709
44,12,1,16,44,1,44,0,0,0.770287,109.673
44,12,16,16,44,16,44,0,0,0.993812,123.881
44,12,32,16,44,32,44,0,0,0.805405,122.893
44,12,64,16,44,64,44,0,0,1.0202,83.0769
44,12,128,16,44,128,44,0,0,1.00476,81.6077
45,12,1,16,45,1,45,0,0,0.758812,99.3562
45,12,16,16,45,16,45,0,0,1.01679,115.301
45,12,32,16,45,32,45,0,0,0.995019,114.682
45,12,64,16,45,64,45,0,0,1.04973,81.0139
45,12,128,16,45,128,45,0,0,0.984013,80.1579
46,12,1,16,46,1,46,0,0,0.778414,108.94
46,12,16,16,46,16,46,0,0,1.003,118.434
46,12,32,16,46,32,46,0,0,1.00494,119.886
46,12,64,16,46,64,46,0,0,1.01447,83.9434
46,12,128,16,46,128,46,0,0,1.02426,81.6794
47,12,1,16,47,1,47,0,0,0.781296,102.667
47,12,16,16,47,16,47,0,0,1.00992,117.91
47,12,32,16,47,32,47,0,0,1.0118,116.687
47,12,64,16,47,64,47,0,0,1.06401,82.0592
47,12,128,16,47,128,47,0,0,0.992056,80.8668
48,12,1,16,48,1,48,0,0,0.911511,107.847
48,12,16,16,48,16,48,0,0,0.68443,123.407
48,12,32,16,48,32,48,0,0,1.02064,123.063
48,12,64,16,48,64,48,0,0,0.929424,90.068
48,12,128,16,48,128,48,0,0,1.00007,85.422
49,12,1,16,49,1,49,0,0,0.777413,86.6882
49,12,16,16,49,16,49,0,0,1.10787,104.517
49,12,32,16,49,32,49,0,0,1.00492,103.75
49,12,64,16,49,64,49,0,0,0.959485,70.3444
49,12,128,16,49,128,49,0,0,0.98337,68.4423
50,12,1,16,50,1,50,0,0,0.784238,94.746
50,12,16,16,50,16,50,0,0,0.99773,106.632
50,12,32,16,50,32,50,0,0,1.08806,105.875
50,12,64,16,50,64,50,0,0,1.03907,70.8307
50,12,128,16,50,128,50,0,0,1.02659,69.0459
51,12,1,16,51,1,51,0,0,0.761414,89.4628
51,12,16,16,51,16,51,0,0,1.00214,107.663
51,12,32,16,51,32,51,0,0,1.00605,107.322
51,12,64,16,51,64,51,0,0,0.985848,69.6952
51,12,128,16,51,128,51,0,0,1.01285,67.6822
52,12,1,16,52,1,52,0,0,0.791911,94.5442
52,12,16,16,52,16,52,0,0,1.00456,111.757
52,12,32,16,52,32,52,0,0,1.00697,110.517
52,12,64,16,52,64,52,0,0,1.02436,75.1528
52,12,128,16,52,128,52,0,0,0.996164,72.9159
53,12,1,16,53,1,53,0,0,0.770332,91.8948
53,12,16,16,53,16,53,0,0,0.982325,111.268
53,12,32,16,53,32,53,0,0,1.00647,109.365
53,12,64,16,53,64,53,0,0,1.03819,72.6951
53,12,128,16,53,128,53,0,0,1.00588,70.161
54,12,1,16,54,1,54,0,0,0.760511,96.2438
54,12,16,16,54,16,54,0,0,1.02147,112.975
54,12,32,16,54,32,54,0,0,1.00399,111.467
54,12,64,16,54,64,54,0,0,0.94951,74.6078
54,12,128,16,54,128,54,0,0,0.976739,72.0877
55,12,1,16,55,1,55,0,0,0.792028,91.4463
55,12,16,16,55,16,55,0,0,1.00355,111.159
55,12,32,16,55,32,55,0,0,0.999487,108.262
55,12,64,16,55,64,55,0,0,1.03582,72.7492
55,12,128,16,55,128,55,0,0,0.99736,71.0616
56,12,1,16,56,1,56,0,0,0.762079,105.802
56,12,16,16,56,16,56,0,0,0.994414,118.63
56,12,32,16,56,32,56,0,0,1.01107,115.111
56,12,64,16,56,64,56,0,0,0.981895,76.9062
56,12,128,16,56,128,56,0,0,1.02035,76.0324
57,12,1,16,57,1,57,0,0,0.774793,99.718
57,12,16,16,57,16,57,0,0,1.00997,117.209
57,12,32,16,57,32,57,0,0,1.00551,113.187
57,12,64,16,57,64,57,0,0,1.00621,75.4735
57,12,128,16,57,128,57,0,0,1.01623,74.0512
58,12,1,16,58,1,58,0,0,0.963645,102.721
58,12,16,16,58,16,58,0,0,0.827019,119.141
58,12,32,16,58,32,58,0,0,1.09513,114.759
58,12,64,16,58,64,58,0,0,1.01798,76.5145
58,12,128,16,58,128,58,0,0,1.01169,76.2264
59,12,1,16,59,1,59,0,0,0.810261,95.8894
59,12,16,16,59,16,59,0,0,1.08288,117.974
59,12,32,16,59,32,59,0,0,0.834862,113.64
59,12,64,16,59,64,59,0,0,1.01804,77.1966
59,12,128,16,59,128,59,0,0,1.03939,75.0833
60,12,1,16,60,1,60,0,0,0.768346,109.042
60,12,16,16,60,16,60,0,0,1.00134,122.715
60,12,32,16,60,32,60,0,0,1.01071,119.014
60,12,64,16,60,64,60,0,0,1.02395,82.702
60,12,128,16,60,128,60,0,0,1.01683,81.9195
61,12,1,16,61,1,61,0,0,0.946144,104.241
61,12,16,16,61,16,61,0,0,1.0073,118.432
61,12,32,16,61,32,61,0,0,1.00372,112.864
61,12,64,16,61,64,61,0,0,1.03795,76.1492
61,12,128,16,61,128,61,0,0,0.972233,75.3366
62,12,1,16,62,1,62,0,0,0.772335,110.408
62,12,16,16,62,16,62,0,0,1.00324,120.857
62,12,32,16,62,32,62,0,0,1.00463,116.592
62,12,64,16,62,64,62,0,0,0.961463,79.5039
62,12,128,16,62,128,62,0,0,1.00092,75.461
63,12,1,16,63,1,63,0,0,0.769233,103.418
63,12,16,16,63,16,63,0,0,0.987381,120.465
63,12,32,16,63,32,63,0,0,1.00496,112.318
63,12,64,16,63,64,63,0,0,1.01436,72.6401
63,12,128,16,63,128,63,0,0,1.00904,71.8324
64,12,1,16,64,1,64,0,0,0.940852,109.983
64,12,16,16,64,16,64,0,0,1.00801,124.495
64,12,32,16,64,32,64,0,0,1.00855,117.848
64,12,64,16,64,64,64,0,0,1.03092,86.8914
64,12,128,16,64,128,64,0,0,0.951103,84.5518
1,13,1,16,1,1,1,0,0,0.6628,12.5528
1,13,16,16,1,16,1,0,0,0.779141,12.7352
1,13,32,16,1,32,1,0,0,0.753045,11.8506
1,13,64,16,1,64,1,0,0,1.03749,8.64998
1,13,128,16,1,128,1,0,0,0.989035,8.58539
2,13,1,16,2,1,2,0,0,0.635915,24.1393
2,13,16,16,2,16,2,0,0,0.786667,25.7017
2,13,32,16,2,32,2,0,0,0.771642,23.8627
2,13,64,16,2,64,2,0,0,1.00138,16.8809
2,13,128,16,2,128,2,0,0,0.972635,17.0413
3,13,1,16,3,1,3,0,0,0.905407,30.0958
3,13,16,16,3,16,3,0,0,0.985149,35.5098
3,13,32,16,3,32,3,0,0,0.988539,33.0922
3,13,64,16,3,64,3,0,0,1.06243,24.8187
3,13,128,16,3,128,3,0,0,0.944133,24.5208
4,13,1,16,4,1,4,0,0,0.657641,50.6051
4,13,16,16,4,16,4,0,0,0.790197,50.5368
4,13,32,16,4,32,4,0,0,1.06135,47.4061
4,13,64,16,4,64,4,0,0,0.981679,34.303
4,13,128,16,4,128,4,0,0,0.980187,33.4086
5,13,1,16,5,1,5,0,0,0.678092,45.9884
5,13,16,16,5,16,5,0,0,0.796115,56.9989
5,13,32,16,5,32,5,0,0,0.936255,54.6859
5,13,64,16,5,64,5,0,0,0.96569,41.5622
5,13,128,16,5,128,5,0,0,0.997574,39.7348
6,13,1,16,6,1,6,0,0,0.666827,56.2027
6,13,16,16,6,16,6,0,0,0.788578,69.8524
6,13,32,16,6,32,6,0,0,1.01985,65.9518
6,13,64,16,6,64,6,0,0,1.23053,49.8492
6,13,128,16,6,128,6,0,0,0.995346,47.0293
7,13,1,16,7,1,7,0,0,0.746938,49.2245
7,13,16,16,7,16,7,0,0,0.798449,67.3279
7,13,32,16,7,32,7,0,0,0.999939,67.3627
7,13,64,16,7,64,7,0,0,0.713346,53.4084
7,13,128,16,7,128,7,0,0,1.00161,49.9231
8,13,1,16,8,1,8,0,0,0.609762,87.3259
8,13,16,16,8,16,8,0,0,0.97375,93.0781
8,13,32,16,8,32,8,0,0,0.965676,88.218
8,13,64,16,8,64,8,0,0,0.989065,66.6027
8,13,128,16,8,128,8,0,0,1.00346,60.5361
9,13,1,16,9,1,9,0,0,0.889513,63.1989
9,13,16,16,9,16,9,0,0,0.991309,81.026
9,13,32,16,9,32,9,0,0,1.00447,82.4976
9,13,64,16,9,64,9,0,0,1.01937,68.2174
9,13,128,16,9,128,9,0,0,1.00239,64.3521
10,13,1,16,10,1,10,0,0,0.571812,83.1442
10,13,16,16,10,16,10,0,0,0.982965,90.2847
10,13,32,16,10,32,10,0,0,0.822512,92.2617
10,13,64,16,10,64,10,0,0,1.02711,75.8685
10,13,128,16,10,128,10,0,0,1.01153,70.1094
11,13,1,16,11,1,11,0,0,0.835441,69.2458
11,13,16,16,11,16,11,0,0,1.1034,89.4752
11,13,32,16,11,32,11,0,0,1.03213,90.078
11,13,64,16,11,64,11,0,0,1.11261,80.4739
11,13,128,16,11,128,11,0,0,0.991268,74.8354
12,13,1,16,12,1,12,0,0,0.699489,106.996
12,13,16,16,12,16,12,0,0,0.986041,111.728
12,13,32,16,12,32,12,0,0,0.998456,111.298
12,13,64,16,12,64,12,0,0,1.01524,91.2124
12,13,128,16,12,128,12,0,0,1.00651,81.2162
13,13,1,16,13,1,13,0,0,0.723522,66.4404
13,13,16,16,13,16,13,0,0,1.08621,83.8439
13,13,32,16,13,32,13,0,0,1.00044,83.5329
13,13,64,16,13,64,13,0,0,1.00011,83.141
13,13,128,16,13,128,13,0,0,1.06152,73.2697
14,13,1,16,14,1,14,0,0,0.876869,69.33
14,13,16,16,14,16,14,0,0,0.972175,89.5051
14,13,32,16,14,32,14,0,0,0.998555,90.307
14,13,64,16,14,64,14,0,0,0.907441,87.5491
14,13,128,16,14,128,14,0,0,0.993847,77.361
15,13,1,16,15,1,15,0,0,0.841197,61.4073
15,13,16,16,15,16,15,0,0,0.955438,84.7292
15,13,32,16,15,32,15,0,0,0.982968,84.3497
15,13,64,16,15,64,15,0,0,0.990417,84.6662
15,13,128,16,15,128,15,0,0,0.907429,74.751
16,13,1,16,16,1,16,0,0,0.769499,79.8687
16,13,16,16,16,16,16,0,0,0.829873,104.044
16,13,32,16,16,32,16,0,0,0.995645,103.51
16,13,64,16,16,64,16,0,0,0.996953,102.038
16,13,128,16,16,128,16,0,0,0.915883,87.9286
17,13,1,16,17,1,17,0,0,0.719545,51.2699
17,13,16,16,17,16,17,0,0,0.968049,63.6117
17,13,32,16,17,32,17,0,0,1.02442,62.52
17,13,64,16,17,64,17,0,0,0.925472,58.6276
17,13,128,16,17,128,17,0,0,0.948127,48.2593
18,13,1,16,18,1,18,0,0,1.02859,56.3896
18,13,16,16,18,16,18,0,0,0.776831,66.334
18,13,32,16,18,32,18,0,0,1.00438,66.8885
18,13,64,16,18,64,18,0,0,1.01076,61.3427
18,13,128,16,18,128,18,0,0,0.97208,51.3752
19,13,1,16,19,1,19,0,0,1.01941,56.3892
19,13,16,16,19,16,19,0,0,1.08255,70.6202
19,13,32,16,19,32,19,0,0,0.992918,70.1084
19,13,64,16,19,64,19,0,0,1.05879,63.737
19,13,128,16,19,128,19,0,0,0.923455,52.9041
20,13,1,16,20,1,20,0,0,0.715312,63.4549
20,13,16,16,20,16,20,0,0,0.986561,77.2858
20,13,32,16,20,32,20,0,0,0.978299,75.9461
20,13,64,16,20,64,20,0,0,0.993033,67.1669
20,13,128,16,20,128,20,0,0,0.916045,57.5643
21,13,1,16,21,1,21,0,0,1.03449,57.9199
21,13,16,16,21,16,21,0,0,1.05354,76.1743
21,13,32,16,21,32,21,0,0,0.990851,75.8238
21,13,64,16,21,64,21,0,0,0.988565,69.9668
21,13,128,16,21,128,21,0,0,0.920654,58.1249
22,13,1,16,22,1,22,0,0,0.787258,66.4295
22,13,16,16,22,16,22,0,0,0.991252,78.0907
22,13,32,16,22,32,22,0,0,1.01064,79.5733
22,13,64,16,22,64,22,0,0,0.832762,70.9257
22,13,128,16,22,128,22,0,0,1.01206,59.7407
23,13,1,16,23,1,23,0,0,0.778756,58.9552
23,13,16,16,23,16,23,0,0,0.997233,75.3436
23,13,32,16,23,32,23,0,0,1.05983,75.2814
23,13,64,16,23,64,23,0,0,0.970785,69.3164
23,13,128,16,23,128,23,0,0,0.978902,60.2329
24,13,1,16,24,1,24,0,0,0.823234,72.7958
24,13,16,16,24,16,24,0,0,1.08537,89.4271
24,13,32,16,24,32,24,0,0,1.00268,88.8181
24,13,64,16,24,64,24,0,0,0.992481,73.86
24,13,128,16,24,128,24,0,0,1.02371,65.9765
25,13,1,16,25,1,25,0,0,0.842382,68.8948
25,13,16,16,25,16,25,0,0,0.971605,86.7155
25,13,32,16,25,32,25,0,0,1.00337,85.6881
25,13,64,16,25,64,25,0,0,0.906946,76.0172
25,13,128,16,25,128,25,0,0,1.02389,66.3749
26,13,1,16,26,1,26,0,0,0.885036,75.206
26,13,16,16,26,16,26,0,0,1.01178,88.4713
26,13,32,16,26,32,26,0,0,1.0048,90.1538
26,13,64,16,26,64,26,0,0,1.03189,78.0032
26,13,128,16,26,128,26,0,0,0.881024,70.4918
27,13,1,16,27,1,27,0,0,0.783623,70.2275
27,13,16,16,27,16,27,0,0,0.995995,88.7397
27,13,32,16,27,32,27,0,0,1.00155,88.5173
27,13,64,16,27,64,27,0,0,1.00442,76.3396
27,13,128,16,27,128,27,0,0,1.00805,69.9405
28,13,1,16,28,1,28,0,0,0.736413,82.5103
28,13,16,16,28,16,28,0,0,0.997575,100.984
28,13,32,16,28,32,28,0,0,0.998903,99.7261
28,13,64,16,28,64,28,0,0,0.988829,79.4959
28,13,128,16,28,128,28,0,0,0.904168,75.0231
29,13,1,16,29,1,29,0,0,0.745311,79.2681
29,13,16,16,29,16,29,0,0,0.994572,93.5311
29,13,32,16,29,32,29,0,0,1.0019,93.2201
29,13,64,16,29,64,29,0,0,0.868613,80.5933
29,13,128,16,29,128,29,0,0,0.982337,74.8991
30,13,1,16,30,1,30,0,0,0.811015,82.07
30,13,16,16,30,16,30,0,0,1.00159,95.1248
30,13,32,16,30,32,30,0,0,1.10477,97.2625
30,13,64,16,30,64,30,0,0,1.05131,82.7298
30,13,128,16,30,128,30,0,0,0.94661,77.4529
31,13,1,16,31,1,31,0,0,0.774335,78.3731
31,13,16,16,31,16,31,0,0,0.872904,94.5478
31,13,32,16,31,32,31,0,0,1.06047,94.1452
31,13,64,16,31,64,31,0,0,1.0317,80.0982
31,13,128,16,31,128,31,0,0,1.00237,76.2541
32,13,1,16,32,1,32,0,0,0.909337,85.7098
32,13,16,16,32,16,32,0,0,1.0111,103.388
32,13,32,16,32,32,32,0,0,0.848037,102.862
32,13,64,16,32,64,32,0,0,1.01047,84.5238
32,13,128,16,32,128,32,0,0,1.00088,82.7075
33,13,1,16,33,1,33,0,0,0.746101,65.9249
33,13,16,16,33,16,33,0,0,0.987709,79.1842
33,13,32,16,33,32,33,0,0,0.995195,77.8964
33,13,64,16,33,64,33,0,0,1.03202,62.3113
33,13,128,16,33,128,33,0,0,1.02236,58.3364
34,13,1,16,34,1,34,0,0,0.77947,71.4115
34,13,16,16,34,16,34,0,0,1.01104,79.351
34,13,32,16,34,32,34,0,0,1.00166,80.7494
34,13,64,16,34,64,34,0,0,1.02343,63.1025
34,13,128,16,34,128,34,0,0,0.993426,59.6767
35,13,1,16,35,1,35,0,0,0.769975,64.8258
35,13,16,16,35,16,35,0,0,1.00299,82.3399
35,13,32,16,35,32,35,0,0,0.999796,80.5791
35,13,64,16,35,64,35,0,0,1.0356,60.7799
35,13,128,16,35,128,35,0,0,0.994812,59.205
36,13,1,16,36,1,36,0,0,0.747769,72.8275
36,13,16,16,36,16,36,0,0,0.999875,86.7495
36,13,32,16,36,32,36,0,0,0.820485,84.5981
36,13,64,16,36,64,36,0,0,1.00715,64.1561
36,13,128,16,36,128,36,0,0,1.01678,61.5002
37,13,1,16,37,1,37,0,0,0.95333,67.9811
37,13,16,16,37,16,37,0,0,0.994848,84.9947
37,13,32,16,37,32,37,0,0,1.04659,84.2263
37,13,64,16,37,64,37,0,0,1.02972,63.2147
37,13,128,16,37,128,37,0,0,0.976413,60.8902
38,13,1,16,38,1,38,0,0,0.786738,74.1717
38,13,16,16,38,16,38,0,0,1.07597,86.3967
38,13,32,16,38,32,38,0,0,1.00482,88.515
38,13,64,16,38,64,38,0,0,1.04708,65.7295
38,13,128,16,38,128,38,0,0,0.995235,62.7967
39,13,1,16,39,1,39,0,0,0.771705,68.1919
39,13,16,16,39,16,39,0,0,0.997936,85.7549
39,13,32,16,39,32,39,0,0,0.99989,85.5268
39,13,64,16,39,64,39,0,0,1.01403,63.7987
39,13,128,16,39,128,39,0,0,0.959958,62.3332
40,13,1,16,40,1,40,0,0,0.750411,80.6345
40,13,16,16,40,16,40,0,0,1.0218,95.1818
40,13,32,16,40,32,40,0,0,0.813627,93.9414
40,13,64,16,40,64,40,0,0,1.00796,67.1709
40,13,128,16,40,128,40,0,0,0.995507,65.4205
41,13,1,16,41,1,41,0,0,0.766618,75.1888
41,13,16,16,41,16,41,0,0,1.0046,93.6707
41,13,32,16,41,32,41,0,0,1.10799,92.6503
41,13,64,16,41,64,41,0,0,0.995862,67.3839
41,13,128,16,41,128,41,0,0,1.00314,64.7699
42,13,1,16,42,1,42,0,0,0.818555,78.8217
42,13,16,16,42,16,42,0,0,1.00057,93.5201
42,13,32,16,42,32,42,0,0,1.00167,95.8228
42,13,64,16,42,64,42,0,0,1.00997,69.3777
42,13,128,16,42,128,42,0,0,1.02116,66.2237
43,13,1,16,43,1,43,0,0,0.778342,77.695
43,13,16,16,43,16,43,0,0,1.00039,94.3154
43,13,32,16,43,32,43,0,0,1.00136,93.4549
43,13,64,16,43,64,43,0,0,0.971172,68.106
43,13,128,16,43,128,43,0,0,1.00871,66.5237
44,13,1,16,44,1,44,0,0,0.800171,85.8031
44,13,16,16,44,16,44,0,0,1.00156,102.301
44,13,32,16,44,32,44,0,0,1.01712,99.4314
44,13,64,16,44,64,44,0,0,1.02476,71.3896
44,13,128,16,44,128,44,0,0,1.03082,67.6424
45,13,1,16,45,1,45,0,0,0.914268,81.9016
45,13,16,16,45,16,45,0,0,0.994945,97.11
45,13,32,16,45,32,45,0,0,1.0326,96.3523
45,13,64,16,45,64,45,0,0,0.962529,68.563
45,13,128,16,45,128,45,0,0,0.981616,67.5484
46,13,1,16,46,1,46,0,0,0.790247,84.2268
46,13,16,16,46,16,46,0,0,0.997203,97.2152
46,13,32,16,46,32,46,0,0,0.810206,98.9038
46,13,64,16,46,64,46,0,0,1.01726,70.6632
46,13,128,16,46,128,46,0,0,0.988015,68.9419
47,13,1,16,47,1,47,0,0,0.77515,80.7152
47,13,16,16,47,16,47,0,0,1.00378,97.7739
47,13,32,16,47,32,47,0,0,0.998216,96.6761
47,13,64,16,47,64,47,0,0,0.982925,70.2694
47,13,128,16,47,128,47,0,0,1.00568,68.4266
48,13,1,16,48,1,48,0,0,0.813034,86.6614
48,13,16,16,48,16,48,0,0,1.10305,105.163
48,13,32,16,48,32,48,0,0,0.99988,103.631
48,13,64,16,48,64,48,0,0,0.974304,72.4664
48,13,128,16,48,128,48,0,0,1.02035,71.002
49,13,1,16,49,1,49,0,0,0.758111,73.3239
49,13,16,16,49,16,49,0,0,0.998892,85.4547
49,13,32,16,49,32,49,0,0,1.06433,84.4359
49,13,64,16,49,64,49,0,0,0.956878,59.147
49,13,128,16,49,128,49,0,0,1.02168,57.1203
50,13,1,16,50,1,50,0,0,0.789583,76.1799
50,13,16,16,50,16,50,0,0,0.993393,85.2623
50,13,32,16,50,32,50,0,0,1.00088,86.9293
50,13,64,16,50,64,50,0,0,1.01338,59.0711
50,13,128,16,50,128,50,0,0,1.01372,57.6198
51,13,1,16,51,1,51,0,0,0.668977,71.1397
51,13,16,16,51,16,51,0,0,1.02369,88.7225
51,13,32,16,51,32,51,0,0,1.0047,86.5391
51,13,64,16,51,64,51,0,0,0.958728,58.4016
51,13,128,16,51,128,51,0,0,1.01153,56.8081
52,13,1,16,52,1,52,0,0,0.774434,77.0556
52,13,16,16,52,16,52,0,0,0.999458,92.3463
52,13,32,16,52,32,52,0,0,1.06756,90.057
52,13,64,16,52,64,52,0,0,1.01601,62.2081
52,13,128,16,52,128,52,0,0,1.02103,58.9259
53,13,1,16,53,1,53,0,0,0.767058,74.9702
53,13,16,16,53,16,53,0,0,0.982776,89.7373
53,13,32,16,53,32,53,0,0,0.999076,87.3625
53,13,64,16,53,64,53,0,0,1.04499,60.3822
53,13,128,16,53,128,53,0,0,0.980945,58.3362
54,13,1,16,54,1,54,0,0,0.99228,74.4206
54,13,16,16,54,16,54,0,0,1.00325,89.751
54,13,32,16,54,32,54,0,0,1.00665,91.1602
54,13,64,16,54,64,54,0,0,0.996285,63.2795
54,13,128,16,54,128,54,0,0,1.01917,60.5679
55,13,1,16,55,1,55,0,0,0.78208,73.8957
55,13,16,16,55,16,55,0,0,1.00353,90.4421
55,13,32,16,55,32,55,0,0,1.01149,86.3856
55,13,64,16,55,64,55,0,0,1.00462,60.376
55,13,128,16,55,128,55,0,0,0.992895,59.0952
56,13,1,16,56,1,56,0,0,0.7589,82.786
56,13,16,16,56,16,56,0,0,0.998768,97.8874
56,13,32,16,56,32,56,0,0,1.01816,93.0731
56,13,64,16,56,64,56,0,0,0.988777,64.0723
56,13,128,16,56,128,56,0,0,1.02381,63.0975
57,13,1,16,57,1,57,0,0,0.757375,79.0809
57,13,16,16,57,16,57,0,0,1.00324,96.5521
57,13,32,16,57,32,57,0,0,0.999149,92.0521
57,13,64,16,57,64,57,0,0,0.972643,63.3275
57,13,128,16,57,128,57,0,0,1.00723,62.0025
58,13,1,16,58,1,58,0,0,0.785871,80.9658
58,13,16,16,58,16,58,0,0,1.0036,95.3718
58,13,32,16,58,32,58,0,0,1.03845,94.4124
58,13,64,16,58,64,58,0,0,1.02593,65.8948
58,13,128,16,58,128,58,0,0,0.98003,63.8236
59,13,1,16,59,1,59,0,0,0.782375,79.2601
59,13,16,16,59,16,59,0,0,0.988629,96.8829
59,13,32,16,59,32,59,0,0,0.997555,92.3109
59,13,64,16,59,64,59,0,0,1.00819,64.117
59,13,128,16,59,128,59,0,0,1.0024,62.5412
60,13,1,16,60,1,60,0,0,0.760619,85.6128
60,13,16,16,60,16,60,0,0,1.00306,103.301
60,13,32,16,60,32,60,0,0,1.01204,98.6507
60,13,64,16,60,64,60,0,0,1.00726,71.5982
60,13,128,16,60,128,60,0,0,0.991268,69.7237
61,13,1,16,61,1,61,0,0,0.785425,82.4831
61,13,16,16,61,16,61,0,0,1.00662,98.0781
61,13,32,16,61,32,61,0,0,1.00899,93.3098
61,13,64,16,61,64,61,0,0,1.02453,64.5581
61,13,128,16,61,128,61,0,0,0.997128,62.4036
62,13,1,16,62,1,62,0,0,0.806665,85.263
62,13,16,16,62,16,62,0,0,1.00165,97.8992
62,13,32,16,62,32,62,0,0,1.01567,96.3566
62,13,64,16,62,64,62,0,0,1.01739,67.0322
62,13,128,16,62,128,62,0,0,1.04535,62.2474
63,13,1,16,63,1,63,0,0,0.779894,81.4656
63,13,16,16,63,16,63,0,0,0.988172,98.3993
63,13,32,16,63,32,63,0,0,1.0045,90.3407
63,13,64,16,63,64,63,0,0,0.99059,58.7675
63,13,128,16,63,128,63,0,0,1.00256,59.1149
64,13,1,16,64,1,64,0,0,0.686615,86.9801
64,13,16,16,64,16,64,0,0,1.00665,104.704
64,13,32,16,64,32,64,0,0,1.09403,97.2917
64,13,64,16,64,64,64,0,0,1.02459,69.4852
64,13,128,16,64,128,64,0,0,0.99064,69.1179
1,14,1,16,1,1,1,0,0,0.737293,8.58232
1,14,16,16,1,16,1,0,0,0.787286,13.7429
1,14,32,16,1,32,1,0,0,0.887551,12.7515
1,14,64,16,1,64,1,0,0,0.999248,9.13314
1,14,128,16,1,128,1,0,0,0.986474,9.22097
2,14,1,16,2,1,2,0,0,0.724268,19.7938
2,14,16,16,2,16,2,0,0,0.769964,26.5986
2,14,32,16,2,32,2,0,0,0.778648,25.543
2,14,64,16,2,64,2,0,0,1.00559,18.272
2,14,128,16,2,128,2,0,0,0.923642,18.2376
3,14,1,16,3,1,3,0,0,0.689479,27.5324
3,14,16,16,3,16,3,0,0,0.787027,38.5756
3,14,32,16,3,32,3,0,0,0.998272,36.2799
3,14,64,16,3,64,3,0,0,0.997387,27.0918
3,14,128,16,3,128,3,0,0,0.985323,26.2382
4,14,1,16,4,1,4,0,0,0.65467,43.7961
4,14,16,16,4,16,4,0,0,0.88244,55.305
4,14,32,16,4,32,4,0,0,1.06515,50.8709
4,14,64,16,4,64,4,0,0,0.985926,35.976
4,14,128,16,4,128,4,0,0,0.974808,34.3087
5,14,1,16,5,1,5,0,0,0.725044,41.1929
5,14,16,16,5,16,5,0,0,0.976279,59.936
5,14,32,16,5,32,5,0,0,0.99519,58.4014
5,14,64,16,5,64,5,0,0,1.02896,44.0553
5,14,128,16,5,128,5,0,0,0.983882,41.2865
