M,N,K,LDA,LDB,LDC,TRANS_A,TRANS_B,TIME_S,GFLOPS
59,35,128,59,128,59,0,0,2.02245,113.134
60,35,1,60,1,60,0,0,1.50084,34.4422
60,35,16,60,16,60,0,0,1.56507,116.44
60,35,32,60,32,60,0,0,1.60711,122.38
60,35,64,60,64,60,0,0,1.99322,116.846
60,35,128,60,128,60,0,0,2.23531,116.253
61,35,1,61,1,61,0,0,1.53613,28.3788
61,35,16,61,16,61,0,0,2.09323,99.1602
61,35,32,61,32,61,0,0,1.9859,111.951
61,35,64,61,64,61,0,0,2.00713,113.462
61,35,128,61,128,61,0,0,2.15436,115.977
62,35,1,62,1,62,0,0,1.52416,28.4747
62,35,16,62,16,62,0,0,1.94569,113.443
62,35,32,62,32,62,0,0,1.99269,117.787
62,35,64,62,64,62,0,0,2.00493,117.905
62,35,128,62,128,62,0,0,2.00806,117.93
63,35,1,63,1,63,0,0,1.52642,26.1694
63,35,16,63,16,63,0,0,2.04447,104.189
63,35,32,63,32,63,0,0,1.71586,112.787
63,35,64,63,64,63,0,0,2.23025,115.487
63,35,128,63,128,63,0,0,2.02157,116.752
64,35,1,64,1,64,0,0,1.50795,39.6122
64,35,16,64,16,64,0,0,1.9624,123.464
64,35,32,64,32,64,0,0,1.99753,123.473
64,35,64,64,64,64,0,0,2.00948,121.005
64,35,128,64,128,64,0,0,2.01033,120.104
1,36,1,1,1,1,0,0,1.38087,1.92403
1,36,16,1,16,1,0,0,1.35159,17.0296
1,36,32,1,32,1,0,0,1.53821,14.6704
1,36,64,1,64,1,0,0,1.53606,8.83487
1,36,128,1,128,1,0,0,1.89922,8.89064
2,36,1,2,1,2,0,0,1.93157,2.75604
2,36,16,2,16,2,0,0,2.08021,31.2435
2,36,32,2,32,2,0,0,1.55633,29.0133
2,36,64,2,64,2,0,0,1.88501,17.5111
2,36,128,2,128,2,0,0,1.83301,17.6786
3,36,1,3,1,3,0,0,1.45346,3.10252
3,36,16,3,16,3,0,0,2.17222,38.1535
3,36,32,3,32,3,0,0,1.56164,40.0734
3,36,64,3,64,3,0,0,1.75441,25.7292
3,36,128,3,128,3,0,0,1.5199,25.8335
4,36,1,4,1,4,0,0,1.36939,7.76063
4,36,16,4,16,4,0,0,1.46002,68.8358
4,36,32,4,32,4,0,0,1.52126,57.0178
4,36,64,4,64,4,0,0,1.50439,35.0061
4,36,128,4,128,4,0,0,1.51656,35.038
5,36,1,5,1,5,0,0,1.40113,6.48828
5,36,16,5,16,5,0,0,1.54493,55.8969
5,36,32,5,32,5,0,0,1.55611,63.4369
5,36,64,5,64,5,0,0,1.92893,42.4691
5,36,128,5,128,5,0,0,2.02563,41.9945
6,36,1,6,1,6,0,0,1.51324,6.22641
6,36,16,6,16,6,0,0,1.51875,60.6814
6,36,32,6,32,6,0,0,1.54887,73.8844
6,36,64,6,64,6,0,0,1.58906,50.6078
6,36,128,6,128,6,0,0,1.94933,50.2465
7,36,1,7,1,7,0,0,1.4489,5.75435
7,36,16,7,16,7,0,0,1.6839,56.0758
7,36,32,7,32,7,0,0,1.7172,76.389
7,36,64,7,64,7,0,0,1.57412,57.8609
7,36,128,7,128,7,0,0,1.95344,56.2124
8,36,1,8,1,8,0,0,1.64299,14.0232
8,36,16,8,16,8,0,0,1.54799,98.4866
8,36,32,8,32,8,0,0,1.52489,101.789
8,36,64,8,64,8,0,0,1.79141,67.1942
8,36,128,8,128,8,0,0,1.63513,66.795
9,36,1,9,1,9,0,0,1.41924,10.9624
9,36,16,9,16,9,0,0,1.53169,75.5469
9,36,32,9,32,9,0,0,1.57513,83.1362
9,36,64,9,64,9,0,0,1.66255,66.1492
9,36,128,9,128,9,0,0,2.14242,65.898
10,36,1,10,1,10,0,0,1.4016,9.85989
10,36,16,10,16,10,0,0,1.56484,82.2083
10,36,32,10,32,10,0,0,1.53488,90.0746
10,36,64,10,64,10,0,0,2.07953,73.3495
10,36,128,10,128,10,0,0,1.96888,73.1895
11,36,1,11,1,11,0,0,1.44958,8.74184
11,36,16,11,16,11,0,0,1.5304,73.6019
11,36,32,11,32,11,0,0,1.66118,90.4099
11,36,64,11,64,11,0,0,2.09622,82.3172
11,36,128,11,128,11,0,0,1.9753,81.5735
12,36,1,12,1,12,0,0,1.36068,19.0684
12,36,16,12,16,12,0,0,1.71432,117.292
12,36,32,12,32,12,0,0,1.56159,119.669
12,36,64,12,64,12,0,0,2.05735,90.2073
12,36,128,12,128,12,0,0,2.20878,88.6808
13,36,1,13,1,13,0,0,1.46646,14.5891
13,36,16,13,16,13,0,0,1.97266,80.9788
13,36,32,13,32,13,0,0,1.59604,86.6011
13,36,64,13,64,13,0,0,1.94223,94.3065
13,36,128,13,128,13,0,0,2.00623,97.8341
14,36,1,14,1,14,0,0,1.4442,12.8895
14,36,16,14,16,14,0,0,1.53808,94.9802
14,36,32,14,32,14,0,0,1.57427,105.752
14,36,64,14,64,14,0,0,1.94929,105.904
14,36,128,14,128,14,0,0,1.9891,104.833
15,36,1,15,1,15,0,0,1.48494,11.2673
15,36,16,15,16,15,0,0,1.57078,89.511
15,36,32,15,32,15,0,0,1.68121,97.7028
15,36,64,15,64,15,0,0,1.6206,103.396
15,36,128,15,128,15,0,0,2.0514,103.674
16,36,1,16,1,16,0,0,1.49884,36.8631
16,36,16,16,16,16,0,0,1.72868,121.857
16,36,32,16,32,16,0,0,1.60058,122.835
16,36,64,16,64,16,0,0,1.97745,121.745
16,36,128,16,128,16,0,0,2.20618,120.613
17,36,1,17,1,17,0,0,1.44174,16.9795
17,36,16,17,16,17,0,0,1.7639,65.7935
17,36,32,17,32,17,0,0,1.5493,75.8394
17,36,64,17,64,17,0,0,1.96178,73.4366
17,36,128,17,128,17,0,0,2.20761,72.017
18,36,1,18,1,18,0,0,1.63139,15.2479
18,36,16,18,16,18,0,0,1.54396,79.5873
18,36,32,18,32,18,0,0,1.56737,88.8056
18,36,64,18,64,18,0,0,1.55123,78.2465
18,36,128,18,128,18,0,0,2.00655,76.0212
19,36,1,19,1,19,0,0,1.48409,13.0194
19,36,16,19,16,19,0,0,1.77613,69.6044
19,36,32,19,32,19,0,0,1.56643,82.2921
19,36,64,19,64,19,0,0,1.94373,79.1968
19,36,128,19,128,19,0,0,1.95525,79.1652
20,36,1,20,1,20,0,0,1.46388,19.6738
20,36,16,20,16,20,0,0,1.56774,90.4391
20,36,32,20,32,20,0,0,1.55645,98.6862
20,36,64,20,64,20,0,0,1.96003,83.9036
20,36,128,20,128,20,0,0,2.18438,83.3391
21,36,1,21,1,21,0,0,1.49185,16.78
21,36,16,21,16,21,0,0,1.72094,78.4456
21,36,32,21,32,21,0,0,1.98255,85.4961
21,36,64,21,64,21,0,0,1.96811,88.0674
21,36,128,21,128,21,0,0,2.07756,88.1944
22,36,1,22,1,22,0,0,1.44247,15.4991
22,36,16,22,16,22,0,0,1.50668,91.7433
22,36,32,22,32,22,0,0,1.57031,98.0529
22,36,64,22,64,22,0,0,1.95456,93.5881
22,36,128,22,128,22,0,0,1.87039,93.5863
23,36,1,23,1,23,0,0,1.48023,14.1345
23,36,16,23,16,23,0,0,1.77158,90.891
23,36,32,23,32,23,0,0,1.94755,94.6418
23,36,64,23,64,23,0,0,1.96803,93.3164
23,36,128,23,128,23,0,0,1.99087,92.918
24,36,1,24,1,24,0,0,1.60597,23.4675
24,36,16,24,16,24,0,0,1.5647,100.971
24,36,32,24,32,24,0,0,1.66966,108.141
24,36,64,24,64,24,0,0,1.95579,99.0558
24,36,128,24,128,24,0,0,1.96897,98.7559
25,36,1,25,1,25,0,0,1.47961,20.1414
25,36,16,25,16,25,0,0,1.7552,81.2094
25,36,32,25,32,25,0,0,1.92362,99.1181
25,36,64,25,64,25,0,0,1.99332,101.991
25,36,128,25,128,25,0,0,2.02893,100.94
26,36,1,26,1,26,0,0,1.48378,18.3512
26,36,16,26,16,26,0,0,1.56876,98.5431
26,36,32,26,32,26,0,0,1.64168,113.005
26,36,64,26,64,26,0,0,1.9737,107.514
26,36,128,26,128,26,0,0,1.98189,104.941
27,36,1,27,1,27,0,0,1.4652,16.3296
27,36,16,27,16,27,0,0,1.5757,104.14
27,36,32,27,32,27,0,0,2.00426,107.194
27,36,64,27,64,27,0,0,1.99065,105.263
27,36,128,27,128,27,0,0,1.99083,106.755
28,36,1,28,1,28,0,0,1.44452,26.7873
28,36,16,28,16,28,0,0,1.53219,109.819
28,36,32,28,32,28,0,0,1.95041,122.12
28,36,64,28,64,28,0,0,2.1789,112.342
28,36,128,28,128,28,0,0,2.15316,110.625
29,36,1,29,1,29,0,0,1.51187,22.8465
29,36,16,29,16,29,0,0,1.75663,87.763
29,36,32,29,32,29,0,0,1.9433,103.143
29,36,64,29,64,29,0,0,1.94877,107.211
29,36,128,29,128,29,0,0,2.00136,110.515
30,36,1,30,1,30,0,0,1.42778,20.7522
30,36,16,30,16,30,0,0,1.58013,101.918
30,36,32,30,32,30,0,0,1.86365,114.843
30,36,64,30,64,30,0,0,2.2143,113.945
30,36,128,30,128,30,0,0,2.00861,114.506
31,36,1,31,1,31,0,0,1.49145,18.4188
31,36,16,31,16,31,0,0,1.69639,103.119
31,36,32,31,32,31,0,0,2.00783,106.713
31,36,64,31,64,31,0,0,1.89731,110.517
31,36,128,31,128,31,0,0,2.03331,111.293
32,36,1,32,1,32,0,0,1.35375,38.9014
32,36,16,32,16,32,0,0,1.54759,113.214
32,36,32,32,32,32,0,0,1.95368,123.226
32,36,64,32,64,32,0,0,1.99972,121.63
32,36,128,32,128,32,0,0,2.00616,120.618
33,36,1,33,1,33,0,0,1.46673,24.2869
33,36,16,33,16,33,0,0,1.68001,81.062
33,36,32,33,32,33,0,0,1.55457,93.5336
33,36,64,33,64,33,0,0,1.8593,89.6278
33,36,128,33,128,33,0,0,2.0526,89.2332
34,36,1,34,1,34,0,0,1.47598,22.1141
34,36,16,34,16,34,0,0,1.57353,93.3326
34,36,32,34,32,34,0,0,1.96497,99.6655
34,36,64,34,64,34,0,0,2.00256,92.4938
34,36,128,34,128,34,0,0,2.00515,91.9234
35,36,1,35,1,35,0,0,1.4759,19.9933
35,36,16,35,16,35,0,0,1.63835,82.612
35,36,32,35,32,35,0,0,1.56154,96.0767
35,36,64,35,64,35,0,0,2.1654,92.8625
35,36,128,35,128,35,0,0,2.15504,93.915
36,36,1,36,1,36,0,0,1.50135,26.7252
36,36,16,36,16,36,0,0,1.54219,97.0642
36,36,32,36,32,36,0,0,1.95986,108.628
36,36,64,36,64,36,0,0,1.99497,96.6392
36,36,128,36,128,36,0,0,1.98564,96.9773
37,36,1,37,1,37,0,0,1.46034,23.6606
37,36,16,37,16,37,0,0,2.07651,85.6708
37,36,32,37,32,37,0,0,1.95403,98.7812
37,36,64,37,64,37,0,0,1.98103,98.359
37,36,128,37,128,37,0,0,1.98959,100.324
38,36,1,38,1,38,0,0,1.47371,21.7394
38,36,16,38,16,38,0,0,1.55855,96.2895
38,36,32,38,32,38,0,0,1.57281,108.616
38,36,64,38,64,38,0,0,2.00515,103.757
38,36,128,38,128,38,0,0,2.00494,103.125
39,36,1,39,1,39,0,0,1.48562,19.7196
39,36,16,39,16,39,0,0,2.07437,96.2604
39,36,32,39,32,39,0,0,1.97649,103.418
39,36,64,39,64,39,0,0,1.97068,101.32
39,36,128,39,128,39,0,0,1.99759,101.129
40,36,1,40,1,40,0,0,1.4703,29.389
40,36,16,40,16,40,0,0,1.5579,105.167
40,36,32,40,32,40,0,0,1.56945,115.993
40,36,64,40,64,40,0,0,1.98825,107.484
40,36,128,40,128,40,0,0,1.53538,106.216
41,36,1,41,1,41,0,0,1.47866,25.8937
41,36,16,41,16,41,0,0,1.6938,89.2185
41,36,32,41,32,41,0,0,1.97233,105.938
41,36,64,41,64,41,0,0,1.99649,107.89
41,36,128,41,128,41,0,0,2.02934,108.068
42,36,1,42,1,42,0,0,1.52756,23.7509
42,36,16,42,16,42,0,0,2.15856,102.468
42,36,32,42,32,42,0,0,1.96903,114.517
42,36,64,42,64,42,0,0,1.99158,112.13
42,36,128,42,128,42,0,0,2.03426,110.171
43,36,1,43,1,43,0,0,1.50559,21.4649
43,36,16,43,16,43,0,0,1.57025,112.166
43,36,32,43,32,43,0,0,1.98398,108.959
43,36,64,43,64,43,0,0,1.99994,111.634
43,36,128,43,128,43,0,0,2.02185,111.87
44,36,1,44,1,44,0,0,1.49403,31.8145
44,36,16,44,16,44,0,0,1.56857,111.584
44,36,32,44,32,44,0,0,1.98439,121.998
44,36,64,44,64,44,0,0,2.17963,115.375
44,36,128,44,128,44,0,0,1.96255,114.13
45,36,1,45,1,45,0,0,1.49962,28.0409
45,36,16,45,16,45,0,0,2.10956,95.1185
45,36,32,45,32,45,0,0,1.9788,107.943
45,36,64,45,64,45,0,0,2.00372,111.625
45,36,128,45,128,45,0,0,2.01027,113.95
46,36,1,46,1,46,0,0,1.51148,25.6584
46,36,16,46,16,46,0,0,1.96637,106.016
46,36,32,46,32,46,0,0,1.97962,114.201
46,36,64,46,64,46,0,0,2.00455,116.413
46,36,128,46,128,46,0,0,2.00529,116.37
47,36,1,47,1,47,0,0,1.49679,23.0934
47,36,16,47,16,47,0,0,2.01388,101.608
47,36,32,47,32,47,0,0,2.01579,110.66
47,36,64,47,64,47,0,0,2.01991,113.114
47,36,128,47,128,47,0,0,1.99495,114.905
48,36,1,48,1,48,0,0,1.49597,39.5922
48,36,16,48,16,48,0,0,1.53284,110.998
48,36,32,48,32,48,0,0,1.97591,123.228
48,36,64,48,64,48,0,0,2.01029,121.401
48,36,128,48,128,48,0,0,2.08579,121.047
49,36,1,49,1,49,0,0,1.50695,28.8142
49,36,16,49,16,49,0,0,1.67443,88.4243
49,36,32,49,32,49,0,0,1.76998,101.373
49,36,64,49,64,49,0,0,2.00247,98.0494
49,36,128,49,128,49,0,0,2.2686,98.1983
50,36,1,50,1,50,0,0,1.51362,26.5446
50,36,16,50,16,50,0,0,1.54544,107.116
50,36,32,50,32,50,0,0,1.96027,106.443
50,36,64,50,64,50,0,0,2.0059,98.627
50,36,128,50,128,50,0,0,1.64921,99.0507
51,36,1,51,1,51,0,0,1.49542,23.1105
51,36,16,51,16,51,0,0,2.10579,97.7413
51,36,32,51,32,51,0,0,1.97337,104.309
51,36,64,51,64,51,0,0,1.99011,98.0674
51,36,128,51,128,51,0,0,2.22343,101.164
52,36,1,52,1,52,0,0,1.45972,30.7724
52,36,16,52,16,52,0,0,1.55217,118.005
52,36,32,52,32,52,0,0,1.98906,112.934
52,36,64,52,64,52,0,0,1.99938,102.178
52,36,128,52,128,52,0,0,1.62953,103.493
53,36,1,53,1,53,0,0,1.53166,26.5752
53,36,16,53,16,53,0,0,1.96748,102.014
53,36,32,53,32,53,0,0,1.97028,105.126
53,36,64,53,64,53,0,0,2.00142,102.216
53,36,128,53,128,53,0,0,2.05545,105.323
54,36,1,54,1,54,0,0,1.5143,25.6752
54,36,16,54,16,54,0,0,1.55027,113.306
54,36,32,54,32,54,0,0,2.00139,112.18
54,36,64,54,64,54,0,0,2.00645,107.644
54,36,128,54,128,54,0,0,1.99539,107.95
55,36,1,55,1,55,0,0,1.49492,23.5463
55,36,16,55,16,55,0,0,1.63238,98.5763
55,36,32,55,32,55,0,0,1.97276,107.058
55,36,64,55,64,55,0,0,1.90805,106.795
55,36,128,55,128,55,0,0,2.01662,106.862
56,36,1,56,1,56,0,0,1.47693,32.7532
56,36,16,56,16,56,0,0,1.55429,120.011
56,36,32,56,32,56,0,0,1.9815,117.95
56,36,64,56,64,56,0,0,2.00031,110.776
56,36,128,56,128,56,0,0,1.99386,110.244
57,36,1,57,1,57,0,0,1.52968,28.6177
57,36,16,57,16,57,0,0,1.68534,106.265
57,36,32,57,32,57,0,0,1.98061,110.512
57,36,64,57,64,57,0,0,1.65808,109.877
57,36,128,57,128,57,0,0,2.00443,111.028
58,36,1,58,1,58,0,0,1.51562,26.4551
58,36,16,58,16,58,0,0,1.58352,117.747
58,36,32,58,32,58,0,0,2.00215,116.502
58,36,64,58,64,58,0,0,1.99875,112.802
58,36,128,58,128,58,0,0,1.62064,112.68
59,36,1,59,1,59,0,0,1.50618,25.0701
59,36,16,59,16,59,0,0,1.58435,105.056
59,36,32,59,32,59,0,0,1.68659,113.783
59,36,64,59,64,59,0,0,2.00865,113.183
59,36,128,59,128,59,0,0,2.22629,113.159
60,36,1,60,1,60,0,0,1.53278,34.6881
60,36,16,60,16,60,0,0,1.96549,122.298
60,36,32,60,32,60,0,0,2.02501,121.817
60,36,64,60,64,60,0,0,1.99475,116.719
60,36,128,60,128,60,0,0,1.98486,116.382
61,36,1,61,1,61,0,0,1.51089,30.3275
61,36,16,61,16,61,0,0,2.09166,106.807
61,36,32,61,32,61,0,0,1.99682,112.237
61,36,64,61,64,61,0,0,2.01097,114.3
61,36,128,61,128,61,0,0,2.00765,115.868
62,36,1,62,1,62,0,0,1.52503,28.6695
62,36,16,62,16,62,0,0,1.96114,118.921
62,36,32,62,32,62,0,0,2.00294,117.64
62,36,64,62,64,62,0,0,1.21541,117.287
62,36,128,62,128,62,0,0,2.02546,117.85
63,36,1,63,1,63,0,0,1.53299,26.3016
63,36,16,63,16,63,0,0,2.05009,104.244
63,36,32,63,32,63,0,0,2.00205,112.624
63,36,64,63,64,63,0,0,1.99492,114.697
63,36,128,63,128,63,0,0,1.67318,116.153
64,36,1,64,1,64,0,0,1.46953,39.6172
64,36,16,64,16,64,0,0,1.73481,122.883
64,36,32,64,32,64,0,0,1.99322,123.298
64,36,64,64,64,64,0,0,2.06272,120.82
64,36,128,64,128,64,0,0,2.00874,120.564
1,37,1,1,1,1,0,0,1.36005,1.86655
1,37,16,1,16,1,0,0,1.51331,14.4352
1,37,32,1,32,1,0,0,1.52847,13.5247
1,37,64,1,64,1,0,0,1.96694,8.62548
1,37,128,1,128,1,0,0,1.90986,8.41168
2,37,1,2,1,2,0,0,1.39385,2.68132
2,37,16,2,16,2,0,0,1.94445,30.7532
2,37,32,2,32,2,0,0,1.55181,27.1282
2,37,64,2,64,2,0,0,2.18198,17.2194
2,37,128,2,128,2,0,0,1.60875,16.7232
3,37,1,3,1,3,0,0,1.93971,3.052
3,37,16,3,16,3,0,0,1.51038,36.4043
3,37,32,3,32,3,0,0,1.54095,36.8811
3,37,64,3,64,3,0,0,1.72445,24.5615
3,37,128,3,128,3,0,0,1.72915,24.1971
4,37,1,4,1,4,0,0,1.45188,7.53691
4,37,16,4,16,4,0,0,1.65174,65.5378
4,37,32,4,32,4,0,0,1.51089,53.7204
4,37,64,4,64,4,0,0,1.74698,34.2455
4,37,128,4,128,4,0,0,1.91518,33.2013
5,37,1,5,1,5,0,0,1.98843,6.3834
5,37,16,5,16,5,0,0,1.5645,49.0786
5,37,32,5,32,5,0,0,1.55866,56.9649
5,37,64,5,64,5,0,0,1.7675,40.4451
5,37,128,5,128,5,0,0,1.96556,39.3386
6,37,1,6,1,6,0,0,1.45107,6.11964
6,37,16,6,16,6,0,0,1.88267,54.8854
6,37,32,6,32,6,0,0,1.54833,66.7368
6,37,64,6,64,6,0,0,1.61547,48.2444
6,37,128,6,128,6,0,0,1.94862,47.1359
7,37,1,7,1,7,0,0,1.46057,5.67449
7,37,16,7,16,7,0,0,1.53215,50.9121
7,37,32,7,32,7,0,0,1.58508,67.8398
7,37,64,7,64,7,0,0,1.60294,53.3727
7,37,128,7,128,7,0,0,1.96352,52.2845
8,37,1,8,1,8,0,0,1.38848,13.6437
8,37,16,8,16,8,0,0,1.61355,85.3859
8,37,32,8,32,8,0,0,1.54477,93.4345
8,37,64,8,64,8,0,0,0.725682,64.093
8,37,128,8,128,8,0,0,1.96158,62.8539
9,37,1,9,1,9,0,0,1.4188,10.7294
9,37,16,9,16,9,0,0,1.55302,67.2033
9,37,32,9,32,9,0,0,1.54657,80.6803
9,37,64,9,64,9,0,0,2.09044,63.1367
9,37,128,9,128,9,0,0,1.95689,62.2327
10,37,1,10,1,10,0,0,1.59482,9.68687
10,37,16,10,16,10,0,0,1.53433,69.898
10,37,32,10,32,10,0,0,1.53206,87.2747
10,37,64,10,64,10,0,0,1.62526,70.2846
10,37,128,10,128,10,0,0,1.98753,68.4927
11,37,1,11,1,11,0,0,1.46261,8.61518
11,37,16,11,16,11,0,0,1.55707,68.0587
11,37,32,11,32,11,0,0,1.57798,83.4119
11,37,64,11,64,11,0,0,2.07781,76.1736
11,37,128,11,128,11,0,0,2.00615,75.0904
12,37,1,12,1,12,0,0,1.43151,18.6283
12,37,16,12,16,12,0,0,1.54874,110.065
12,37,32,12,32,12,0,0,1.53781,110.847
12,37,64,12,64,12,0,0,2.03301,86.5734
12,37,128,12,128,12,0,0,1.99495,84.1531
13,37,1,13,1,13,0,0,1.61721,14.2822
13,37,16,13,16,13,0,0,1.72226,76.6147
13,37,32,13,32,13,0,0,1.57924,84.2935
13,37,64,13,64,13,0,0,1.56029,88.5135
13,37,128,13,128,13,0,0,1.99379,91.7747
14,37,1,14,1,14,0,0,1.50955,12.674
14,37,16,14,16,14,0,0,1.54352,95.4583
14,37,32,14,32,14,0,0,1.57376,100.121
14,37,64,14,64,14,0,0,1.96843,99.8033
14,37,128,14,128,14,0,0,1.07011,98.3139
15,37,1,15,1,15,0,0,1.49853,11.1136
15,37,16,15,16,15,0,0,1.54649,86.12
15,37,32,15,32,15,0,0,1.59108,93.9978
15,37,64,15,64,15,0,0,1.61558,95.9454
15,37,128,15,128,15,0,0,1.97509,95.3868
16,37,1,16,1,16,0,0,1.42597,36.2582
16,37,16,16,16,16,0,0,1.59988,115.973
16,37,32,16,32,16,0,0,1.57037,115.827
16,37,64,16,64,16,0,0,1.96167,115.171
16,37,128,16,128,16,0,0,1.99503,113.592
17,37,1,17,1,17,0,0,1.4774,17.03
17,37,16,17,16,17,0,0,2.26538,67.6954
17,37,32,17,32,17,0,0,1.84039,72.8998
17,37,64,17,64,17,0,0,1.57643,67.7216
17,37,128,17,128,17,0,0,2.25081,67.3323
18,37,1,18,1,18,0,0,1.45078,15.2008
18,37,16,18,16,18,0,0,1.56763,88.1648
18,37,32,18,32,18,0,0,1.80887,82.5644
18,37,64,18,64,18,0,0,1.9563,73.6457
18,37,128,18,128,18,0,0,2.21261,71.6805
19,37,1,19,1,19,0,0,1.48983,13.3201
19,37,16,19,16,19,0,0,1.87735,72.7997
19,37,32,19,32,19,0,0,1.92024,78.1014
19,37,64,19,64,19,0,0,1.94601,74.4789
19,37,128,19,128,19,0,0,1.98619,74.091
20,37,1,20,1,20,0,0,1.41542,20.0889
20,37,16,20,16,20,0,0,1.52858,99.1459
20,37,32,20,32,20,0,0,1.94168,93.6504
20,37,64,20,64,20,0,0,1.96358,79.5684
20,37,128,20,128,20,0,0,2.07029,78.8556
21,37,1,21,1,21,0,0,1.46215,17.0051
21,37,16,21,16,21,0,0,1.75378,76.4689
21,37,32,21,32,21,0,0,1.96918,81.8976
21,37,64,21,64,21,0,0,1.62439,81.1864
21,37,128,21,128,21,0,0,1.97736,81.562
22,37,1,22,1,22,0,0,1.48897,15.4431
22,37,16,22,16,22,0,0,1.55867,99.0321
22,37,32,22,32,22,0,0,1.95109,95.6338
22,37,64,22,64,22,0,0,1.95894,88.0377
22,37,128,22,128,22,0,0,2.00375,87.1179
23,37,1,23,1,23,0,0,1.49419,14.0194
23,37,16,23,16,23,0,0,1.82968,85.0484
23,37,32,23,32,23,0,0,1.05755,88.9162
23,37,64,23,64,23,0,0,1.98919,86.4606
23,37,128,23,128,23,0,0,1.99923,86.3127
24,37,1,24,1,24,0,0,1.46473,23.2951
24,37,16,24,16,24,0,0,1.55627,109.565
24,37,32,24,32,24,0,0,1.96251,105.305
24,37,64,24,64,24,0,0,1.94924,93.6137
24,37,128,24,128,24,0,0,2.18051,92.844
25,37,1,25,1,25,0,0,1.48523,19.9295
25,37,16,25,16,25,0,0,1.7345,86.2326
25,37,32,25,32,25,0,0,1.55513,93.2345
25,37,64,25,64,25,0,0,1.97593,94.3043
25,37,128,25,128,25,0,0,2.23285,93.9225
26,37,1,26,1,26,0,0,1.46064,18.0566
26,37,16,26,16,26,0,0,1.5853,105.909
26,37,32,26,32,26,0,0,1.57676,105.291
26,37,64,26,64,26,0,0,1.97211,100.911
26,37,128,26,128,26,0,0,2.02111,98.4643
27,37,1,27,1,27,0,0,1.4523,16.1095
27,37,16,27,16,27,0,0,1.59358,97.263
27,37,32,27,32,27,0,0,1.78993,99.6923
27,37,64,27,64,27,0,0,2.00178,97.959
27,37,128,27,128,27,0,0,1.98407,99.1527
28,37,1,28,1,28,0,0,1.4393,26.5607
28,37,16,28,16,28,0,0,1.57156,115.053
28,37,32,28,32,28,0,0,1.97891,114.061
28,37,64,28,64,28,0,0,1.96799,105.698
28,37,128,28,128,28,0,0,1.95584,104.309
29,37,1,29,1,29,0,0,1.51992,22.5907
29,37,16,29,16,29,0,0,1.74064,89.3191
29,37,32,29,32,29,0,0,1.94965,95.5194
29,37,64,29,64,29,0,0,2.00741,100.122
29,37,128,29,128,29,0,0,2.00537,102.893
30,37,1,30,1,30,0,0,1.4567,20.3199
30,37,16,30,16,30,0,0,1.57014,109.683
30,37,32,30,32,30,0,0,1.88759,108.835
30,37,64,30,64,30,0,0,2.00314,107.394
30,37,128,30,128,30,0,0,2.00415,107.174
31,37,1,31,1,31,0,0,1.47701,18.1867
31,37,16,31,16,31,0,0,2.1772,97.5034
31,37,32,31,32,31,0,0,1.94243,100.778
31,37,64,31,64,31,0,0,2.00766,103.845
31,37,128,31,128,31,0,0,1.98411,104.311
32,37,1,32,1,32,0,0,1.42256,38.0482
32,37,16,32,16,32,0,0,1.54124,109.257
32,37,32,32,32,32,0,0,1.95576,117.694
32,37,64,32,64,32,0,0,2.00108,115.776
32,37,128,32,128,32,0,0,2.08749,114.254
33,37,1,33,1,33,0,0,1.47861,24.0225
33,37,16,33,16,33,0,0,1.70018,85.5111
33,37,32,33,32,33,0,0,1.5554,87.695
33,37,64,33,64,33,0,0,1.25616,84.7093
33,37,128,33,128,33,0,0,2.20487,83.3917
34,37,1,34,1,34,0,0,1.49227,21.868
34,37,16,34,16,34,0,0,1.5573,100.077
34,37,32,34,32,34,0,0,1.97336,95.9987
34,37,64,34,64,34,0,0,1.98892,88.3223
34,37,128,34,128,34,0,0,2.00432,86.951
35,37,1,35,1,35,0,0,1.50276,19.6971
35,37,16,35,16,35,0,0,1.71563,86.5283
35,37,32,35,32,35,0,0,1.97124,90.4964
35,37,64,35,64,35,0,0,1.98512,88.0862
35,37,128,35,128,35,0,0,2.24805,88.0419
36,37,1,36,1,36,0,0,1.42922,26.3085
36,37,16,36,16,36,0,0,1.54451,108.586
36,37,32,36,32,36,0,0,1.97684,102.467
36,37,64,36,64,36,0,0,1.99005,91.999
36,37,128,36,128,36,0,0,1.98756,91.5004
37,37,1,37,1,37,0,0,1.5033,23.0111
37,37,16,37,16,37,0,0,1.69685,91.1143
37,37,32,37,32,37,0,0,1.95926,93.3297
37,37,64,37,64,37,0,0,1.98707,92.221
37,37,128,37,128,37,0,0,1.9827,93.4403
38,37,1,38,1,38,0,0,1.47839,21.2284
38,37,16,38,16,38,0,0,1.96218,102.846
38,37,32,38,32,38,0,0,1.95722,101.693
38,37,64,38,64,38,0,0,1.99079,97.7298
38,37,128,38,128,38,0,0,1.98626,95.5836
39,37,1,39,1,39,0,0,1.52925,19.2768
39,37,16,39,16,39,0,0,1.67533,93.163
39,37,32,39,32,39,0,0,1.94744,96.4555
39,37,64,39,64,39,0,0,1.99572,95.3339
39,37,128,39,128,39,0,0,1.99395,94.1001
40,37,1,40,1,40,0,0,1.6325,29.0106
40,37,16,40,16,40,0,0,1.93651,111.8
40,37,32,40,32,40,0,0,1.98163,109.255
40,37,64,40,64,40,0,0,2.19374,101.839
